-1.999511718750000000e-01 -3.671359944223690497e-01
-1.997070312500000000e-01 -1.648562197252975148e-01
-1.994628906250000000e-01 1.422595319809213943e-02
-1.992187500000000000e-01 1.156145470813668280e-01
-1.989746093750000000e-01 1.068509815347291336e-01
-1.987304687500000000e-01 -1.073227615728000739e-02
-1.984863281250000000e-01 -2.008510343194217229e-01
-1.982421875000000000e-01 -4.022663442499633257e-01
-1.979980468750000000e-01 -5.468289984702267015e-01
-1.977539062500000000e-01 -5.798836551127235506e-01
-1.975097656250000000e-01 -4.766935997843052553e-01
-1.972656250000000000e-01 -2.499605056723486762e-01
-1.970214843750000000e-01 5.357053812493367539e-02
-1.967773437500000000e-01 3.660376204701740743e-01
-1.965332031250000000e-01 6.167788481220246588e-01
-1.962890625000000000e-01 7.505931839063564315e-01
-1.960449218750000000e-01 7.409257821021544288e-01
-1.958007812500000000e-01 5.948147687304499165e-01
-1.955566406250000000e-01 3.490055297987408878e-01
-1.953125000000000000e-01 5.907558959330549975e-02
-1.950683593750000000e-01 -2.149652351682404539e-01
-1.948242187500000000e-01 -4.226625754524803713e-01
-1.945800781250000000e-01 -5.333784936213927796e-01
-1.943359375000000000e-01 -5.408750564118313120e-01
-1.940917968750000000e-01 -4.618903358571674334e-01
-1.938476562500000000e-01 -3.298023898287772426e-01
-1.936035156250000000e-01 -1.854058782931948257e-01
-1.933593750000000000e-01 -6.714773220486427996e-02
-1.931152343750000000e-01 -2.939495812720099854e-03
-1.928710937500000000e-01 -5.047654428567346918e-03
-1.926269531250000000e-01 -6.876002902173486420e-02
-1.923828125000000000e-01 -1.747195194936921325e-01
-1.921386718750000000e-01 -2.941412898893173145e-01
-1.918945312500000000e-01 -3.956660175882430464e-01
-1.916503906250000000e-01 -4.523850220551518531e-01
-1.914062500000000000e-01 -4.476089288021298795e-01
-1.911621093750000000e-01 -3.782292483340196076e-01
-1.909179687500000000e-01 -2.550140838560092660e-01
-1.906738281250000000e-01 -9.982573898818790370e-02
-1.904296875000000000e-01 5.955917309489419664e-02
-1.901855468750000000e-01 1.957647491614213364e-01
-1.899414062500000000e-01 2.877064467618794530e-01
-1.896972656250000000e-01 3.246122315128793234e-01
-1.894531250000000000e-01 3.072652792223613538e-01
-1.892089843750000000e-01 2.463749746079776926e-01
-1.889648437500000000e-01 1.588145880738340010e-01
-1.887207031250000000e-01 6.302370679906844908e-02
-1.884765625000000000e-01 -2.503223001125728930e-02
-1.882324218750000000e-01 -9.433943110316869718e-02
